,Title,Brand,Model,Category,Price,Tax/Vat Status,Year,Overall Lengrh,Beam,Draft,Displacement,Location,Country,Insert Date,Engine,Engine Hours,Fuel,Fuel Capacity,Number of Cabins,Number of Berths,Passenger Capacity,Website,Link,Unique Id
505,Uniesse 57Ht,Uniesse,57Ht,Power Boat,450000,Not Paid / Excluded,2004,18.73,4.9,1.5,28000,Athens,Greece,1/1/2000,M.A.N. (2 x 900HP),Not Given,Diesel,2660,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1908593/,1908593
506,Leopard 23 Sport,Leopard,23 Sport,Power Boat,385000,Not Paid / Excluded,2004,23.0,5.35,1.6,40000,Athens,Greece,1/1/2000,M.A.N.  (2 x 1200HP),Not Given,Diesel,Not Given,3,7,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1906175/,1906175
507,Ferretti 185,Ferretti,185,Power Boat,260000,Paid / Included,1995,18.5,5.4,1.5,32000,Athens,Greece,1/1/2000,M.T.U. (2 x 1150HP),Not Given,Diesel,3300,3,7,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1908607/,1908607
508,Fairline Squadron 62,Fairline,Squadron 62,Power Boat,440000,Paid / Included,2001,19.2,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1887555/,1887555
509,Sunseeker Manhattan,Sunseeker,Manhattan,Power Boat,493390,Not Given,2006,22.1,Not Given,Not Given,Not Given,Rhodes,Greece,1/1/2000,None,Not Given,Diesel,Not Given,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1886963/,1886963
510,Pershing 54,Pershing,54,Power Boat,389000,Paid / Included,2000,17.74,Not Given,Not Given,64900000,Athens,Greece,1/1/2000,2 x MAN,Not Given,Diesel,625,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1878199/,1878199
511,Pershing 54',Pershing,54',Power Boat,380000,Paid / Included,2000,18.0,4.63,1.42,Not Given,Athens,Greece,1/1/2000,2 X MAN 1200 hp,40,Diesel,3400,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1874991/,1874991
512,Princess V65,Princess,V65,Power Boat,365000,Not Given,2000,19.81,05.08,1.35,Not Given,.,Greece,1/1/2000,MAN  D2842 LE404,1250,Diesel,3700,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1874326/,1874326
513,Aicon 64',Aicon,64',Power Boat,480000,Not Paid / Excluded,2005,19.49,5.28,1.1,Not Given,Greece,Greece,1/1/2000,"2 X MAN, 1300BHP EACH",Not Given,Not Given,Not Given,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1720302/,1720302
514,Azimut 62 S Open,Azimut,62 S Open,Power Boat,490000,Not Given,2007,19.6,4.9,1.53,Not Given,Greece,Greece,1/1/2000,2 X 1150 CATERPILLAR,750,Diesel,Not Given,3,Not Given,6,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1692340/,1692340
515,Princess 61,Princess,61,Power Boat,360000,Not Given,2007,18.59,4.88,Not Given,Not Given,Athens,Greece,1/1/2000,MAN  V8,Not Given,Diesel,2500,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1872818/,1872818
516,Sunseeker Yachts 61 Predator,Sunseeker,Yachts 61 Predator,Power Boat,345000,Paid / Included,2003,19.51,4.6,1.37,26000,Athens,Greece,1/1/2000,2 X Caterpillar 800 Hp,Not Given,Diesel,2950,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1870235/,1870235
517,Princess V65,Princess,V65,Power Boat,340000,Not Paid / Excluded,2004,20.8,5.8,1.35,Not Given,Athens,Greece,1/1/2000,"2 x MAN, Model: D2842 LE404 - 2x956 kw",1560,Diesel,Not Given,3,6,10,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1868494/,1868494
518,Ferretti 590,Ferretti,590,Power Boat,420000,Not Paid / Excluded,2002,17.98,5.25,1.58,Not Given,Greece,Greece,1/1/2000,MAN 2 x 1050 HP,850,Diesel,4,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1850606/,1850606
519,Posillipo 66,Posillipo,66,Power Boat,290000,Not Given,1996,20.2,5.3,Not Given,Not Given,Greece,Greece,1/1/2000,2x MAN 1100hp  ?????????: https://yachtbroker.ru/catalog/posillipo-66/,Not Given,Diesel,Not Given,4,8,11,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1848127/,1848127
520,Ferretti Yachts 68,Ferretti,Yachts 68,Power Boat,500000,Not Paid / Excluded,2001,21.25,5.65,1.68,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1844378/,1844378
521,Princess 65,Princess,65,Power Boat,320000,Not Paid / Excluded,1999,19.81,05.08,1.37,30000,Greece,Greece,1/1/2000,MAN  1050 V10,1500,Diesel,7200,4,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1842662/,1842662
522,Sunseeker Predator 61,Sunseeker,Predator 61,Power Boat,345000,Paid / Included,2003,19.51,1.4,0.41,26000,Athens,Greece,1/1/2000,2 x Caterpillar 3406,Not Given,Diesel,3000,3,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1837190/,1837190
523,Ferretti Yachts 620,Ferretti,Yachts 620,Power Boat,480000,Not Paid / Excluded,2003,19.0,5.0,2.6,Not Given,Athens,Greece,1/1/2000,MAN,1050,Diesel,3500,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1828406/,1828406
524,President 605,President,605,Power Boat,275000,Paid / Included,1995,19.51,5.49,Not Given,35000,Corfu,Greece,1/1/2000,2 x MAN D2848 LXE,Not Given,0,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1827962/,1827962
525,Princess Viking 68 Princess 68,Princess,Viking 68 Princess 68,Power Boat,315000,Not Paid / Excluded,2000,19.76,5.11,1.37,32000,Athens,Greece,1/1/2000,MAN 1050 hp D2840L x 2,Not Given,Diesel,3630,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1826870/,1826870
526,Pershing 65,Pershing,65,Power Boat,375000,Paid / Included,2003,20.3,4.86,1.35,34500,Nr. Athens,Greece,1/1/2000,"2x Caterpillar C30 1,570hp",1480,Diesel,3300,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1760801/,1760801
527,Absolude 56 Ht,Absolude,56 Ht,Power Boat,295000,Paid / Included,2008,17.07,5.12,01.07,Not Given,Greece,Greece,1/1/2000,VOLVO PENTA IPS 600 -  3 x 435 hp,500,Diesel,1800,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1736206/,1736206
528,Fairline Sqaudron 62,Fairline,Sqaudron 62,Power Boat,264056,Paid / Included,1992,20.12,5.31,1.5,Not Given,Southampton,Greece,1/1/2000,2 x Man 820,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1733655/,1733655
529,Manhattan 64,Manhattan,64,Power Boat,490000,Not Given,2002,19.2,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,0,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1710640/,1710640
530,Marine Projects (Gb) Princess 61,Marine,Projects (Gb) Princess 61,Power Boat,415000,Not Paid / Excluded,2006,18.2,4.88,1.35,Not Given,Greece,Greece,1/1/2000,2 x MAN,Not Given,Diesel,0,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1693620/,1693620
531,Ferretti 57,Ferretti,57,Power Boat,390000,Paid / Included,2000,17.8,5.0,Not Given,Not Given,Greece,Greece,1/1/2000,2 ?  820. Caterpillar  model year 2009,370,Diesel,3400,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1692808/,1692808
532,Ferretti 620,Ferretti,620,Power Boat,360000,Not Given,2001,19.2,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1686717/,1686717
533,Canados 70,Canados,70,Power Boat,250000,Not Given,1990,21.0,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,0,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1686236/,1686236
534,Posillipo Technema 65,Posillipo,Technema 65,Power Boat,480000,Paid / Included,2005,19.81,5.6,1.7,45000,Greece,Greece,1/1/2000,MAN 2 X 1360 HP,900,Diesel,3,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1674483/,1674483
535,Predator 61,Predator,61,Power Boat,299000,Not Given,2003,19.51,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,0,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1664707/,1664707
536,Princess 65,Princess,65,Power Boat,450000,Paid / Included,2004,22.2,6.53,1.22,29500,Alimos,Greece,1/1/2000,Twin Man D2840 1050hp each,1120,Diesel,3630,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1663008/,1663008
537,Pershing 56,Pershing,56,Power Boat,450000,Not Paid / Excluded,2007,17.07,4.98,1.35,28500,Greece,Greece,1/1/2000,MAN 2 x 1360 hp – model V12-1360 CRM,Not Given,Diesel,Not Given,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1646799/,1646799
538,Pershing 65,Pershing,65,Power Boat,395000,Not Paid / Excluded,2003,20.29,4.85,1.35,35000,Greece,Greece,1/1/2000,CATERPILLAR 2 X 1550 HP,650,Diesel,3300,3,6,16,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1646795/,1646795
539,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1624604/,1624604
540,Ferretti 185,Ferretti,185,Power Boat,290000,Paid / Included,1995,19.64,5.46,1.5,32,Greece,Greece,1/1/2000,MTU 12V183TE93 (2 X 1150 HP),2287,Diesel,4,4,8,18,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1622868/,1622868
541,Aicon Yachts 56,Aicon,Yachts 56,Power Boat,340000,Not Paid / Excluded,2007,17.37,4.8,1.1,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1602087/,1602087
542,Sunseeker Predator 56,Sunseeker,Predator 56,Power Boat,325000,Paid / Included,2000,18.34,4.6,1.35,23600,Greece,Greece,1/1/2000,2 x MAN 2 x,Not Given,Diesel,2350,2,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1594057/,1594057
543,Aicon Yachts (It) Aicon 72 Open Hardtop,Aicon,Yachts (It) Aicon 72 Open Hardtop,Power Boat,488000,Not Paid / Excluded,2006,22.5,5.3,1.73,Not Given,Athen,Greece,1/1/2000,2 x Caterpillar C30,1820,Not Given,4500,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1549804/,1549804
544,Baia (It) Baia 54 Aqua,Baia,(It) Baia 54 Aqua,Power Boat,350000,Paid / Included,2003,17.0,4.75,0.9,Not Given,Athen,Greece,1/1/2000,2 x MAN,Not Given,Not Given,2400,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1522928/,1522928
545,Bertram Yachts 60.0 Convertible,Bertram,Yachts 60.0 Convertible,Power Boat,485000,Not Paid / Excluded,2002,18.29,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,1300,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1512415/,1512415
546,Ferretti 620,Ferretti,620,Power Boat,485000,Paid / Included,2004,19.2,4.87,1.53,Not Given,Athens,Greece,1/1/2000,2 x 2 x 1200 HP MAN,Not Given,Diesel,2500,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1493036/,1493036
547,Dalla Pieta 58,Dalla,Pieta 58,Power Boat,370000,Not Paid / Excluded,2005,18.67,5.0,1.48,3034000,Athens,Greece,1/1/2000,2 x 2 x 1300 HP MAN,Not Given,Diesel,2585,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1490842/,1490842
548,Fairline Squadron 58,Fairline,Squadron 58,Power Boat,480000,Not Paid / Excluded,2004,17.68,Not Given,Not Given,Not Given,Athens,Greece,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1487072/,1487072
549,Uniesse 58,Uniesse,58,Power Boat,485000,Paid / Included,2009,18.29,5.0,1.54,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1487063/,1487063
550,Ferretti 590,Ferretti,590,Power Boat,450000,Not Given,2002,18.29,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1487060/,1487060
551,Princess 65,Princess,65,Power Boat,410000,Not Paid / Excluded,2000,18.9,Not Given,Not Given,Not Given,Athens,Greece,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1487054/,1487054
552,President 60 S,President,60 S,Power Boat,285000,Paid / Included,1990,18.9,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1487053/,1487053
553,Ferretti 620,Ferretti,620,Power Boat,485000,Not Given,2001,18.9,Not Given,Not Given,Not Given,Athens,Greece,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1487050/,1487050
554,Ferretti 185 Flybridge,Ferretti,185 Flybridge,Power Boat,300000,Not Given,1993,19.2,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1487046/,1487046
555,Akerboom Lisse,Akerboom,Lisse,Power Boat,450000,Not Given,1958,19.81,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1487043/,1487043
556,Sanlorenzo,Sanlorenzo,Not Given,Power Boat,280000,Not Given,1991,21.34,Not Given,Not Given,Not Given,Athens,Greece,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1487013/,1487013
557,Falcon 76,Falcon,76,Power Boat,345000,Not Given,1990,22.5,5.7,Not Given,65500,Greece,Greece,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1487004/,1487004
558,Canados 23,Canados,23,Power Boat,340000,Paid / Included,1995,22.86,Not Given,Not Given,Not Given,Athens,Greece,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1486784/,1486784
559,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1486779/,1486779
560,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1470603/,1470603
561,Ferretti 60,Ferretti,60,Power Boat,260000,Not Given,1993,17.5,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,0,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1462635/,1462635
562,Azimut 62,Azimut,62,Power Boat,450000,Paid / Included,2004,18.9,05.06,1.23,Not Given,Greece,Greece,1/1/2000,MTU 8 V 2000 M 90,Not Given,Diesel,3750,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1457206/,1457206
563,V 65,V,65,Power Boat,440000,Not Given,2001,19.81,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,0,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1435009/,1435009
564,Giant 62,Giant,62,Power Boat,280000,Not Given,2009,18.6,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,0,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1395462/,1395462
565,Ferretti 62,Ferretti,62,Power Boat,490000,Not Given,2001,19.48,Not Given,Not Given,Not Given,Greece,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,0,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1395457/,1395457
566,Princess V65,Princess,V65,Power Boat,350000,Paid / Included,2000,19.81,05.08,1.35,25000,Greece,Greece,1/1/2000,MAN D2842 LE404 2 x 1300hp,1200,Diesel,3900,3,6,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1369641/,1369641
567,Azimut Yachts 58,Azimut,Yachts 58,Power Boat,260000,Not Paid / Excluded,1999,17.6,4.85,1.26,25000,Athens,Greece,1/1/2000,MTU   MTU 8V 183 TE 93,1400,Diesel,5200,3,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1363439/,1363439
568,Princess 61,Princess,61,Power Boat,395000,Paid / Included,2004,18.8,1.49,1.4,26417,Greece,Greece,1/1/2000,MAN 2 X 1075 HP,950,Diesel,2500,3,6,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1359226/,1359226
569,Ferretti 68,Ferretti,68,Power Boat,495000,Paid / Included,2001,21.2,5.63,1.72,50000,Athens,Greece,1/1/2000,2 x 2 x 1200 HP  MAN,1180,Diesel,4170,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1313205/,1313205
570,Ferretti 620,Ferretti,620,Power Boat,375000,Not Paid / Excluded,2001,19.2,4.87,1.53,76000,Athens,Greece,1/1/2000,2 x 2 x 1050 HP MAN,2200,Diesel,2700,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1300577/,1300577
571,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Greece,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1256915/,1256915
572,Ferretti 58,Ferretti,58,Power Boat,250000,Paid / Included,1992,19.5,5.4,1.7,487000,Athens,Greece,1/1/2000,2 x 2 x 1000 HP MTU,Not Given,Diesel,3300,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1223612/,1223612
573,Ferretti 620,Ferretti,620,Power Boat,350000,Paid / Included,2000,18.9,5.1,1.6,Not Given,Greece,Greece,1/1/2000,2 x 1200 HP MAN Electronic,750,Diesel,3600,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1222132/,1222132
574,Riva Dolce Vita,Riva,Dolce Vita,Power Boat,480000,Paid / Included,2000,21.34,5.4,1.8,40000,Greece,Greece,1/1/2000,2 x 1.150 HP MTU  12V183TE93,Not Given,Diesel,4700,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1220986/,1220986
575,Princess Princess V65,Princess,Princess V65,Power Boat,379000,Paid / Included,2004,20.33,05.08,1.3,33400,Griechenland,Greece,1/1/2000,2 x MAN V12,1500,Not Given,3800,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1219504/,1219504
576,Aicon 56,Aicon,56,Power Boat,390000,Not Paid / Excluded,2007,17.47,4.88,1.1,255000,Athens,Greece,1/1/2000,2 x 2 x 811 HP Caterpillar,850,Diesel,2800,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1180193/,1180193
577,Azimut 68 Plus,Azimut,68 Plus,Power Boat,485000,Not Paid / Excluded,2001,20.73,5.4,1.7,Not Given,Greece,Greece,1/1/2000,MTU 2 x 1150 hp,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1061128/,1061128
578,Azimut 68,Azimut,68,Power Boat,490000,Not Paid / Excluded,2001,21.6,5.42,1.45,42000,Athens,Greece,1/1/2000,2 x 2 x  1150 HP MTU,2000,Diesel,4800,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1054673/,1054673
579,Ferretti 225,Ferretti,225,Power Boat,485000,Not Paid / Excluded,1994,22.5,6.2,1.65,552000,Athens,Greece,1/1/2000,2 x 2 x 1250 HP Caterpillar,Not Given,Diesel,5000,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1054667/,1054667
580,Princess V65,Princess,V65,Power Boat,320000,Not Paid / Excluded,2004,20.27,05.08,1.35,32000,Athens,Greece,1/1/2000,2 x MAN  D2842 LE404,1950,Diesel,7400,3,5,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/356677/,356677
581,Fairline Squadron 62,Fairline,Squadron 62,Power Boat,470000,Paid / Included,2001,19.63,05.01,1.38,30000,Athens,Greece,1/1/2000,MAN 2X1050  MAN V,1050,Diesel,7500,3,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/356680/,356680
582,Princess V58,Princess,V58,Power Boat,420000,Not Paid / Excluded,2008,18.19,4.62,1.13,24000,Athens,Greece,1/1/2000,Caterpillar  C18,1200,Diesel,5000,3,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/356689/,356689
583,Azimut 71,Azimut,71,Power Boat,280000,Paid / Included,1991,19.9,5.8,1.3,45000,Athens,Greece,1/1/2000,2 x 2 x 1000 HP MTU,Not Given,Diesel,5000,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/891377/,891377
584,Ferretti 590,Ferretti,590,Power Boat,440000,Paid / Included,2003,17.98,5.25,1.58,Not Given,Greece,Greece,1/1/2000,2 x 1050 hp MAN,280,Diesel,3500,3,6,14,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/873610/,873610
585,Princess 65,Princess,65,Power Boat,350000,Not Paid / Excluded,2001,19.81,05.08,1.37,33000,Greece,Greece,1/1/2000,2 x 1050 hp MAN - D2840LE403,Not Given,Diesel,3600,4,8,14,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/873584/,873584
586,Fairline 58 Squadron,Fairline,58 Squadron,Power Boat,345000,Paid / Included,2003,17.67,4.87,1.45,25000,Greece,Greece,1/1/2000,2 x 715 VOLVO - D12,Not Given,Diesel,2800,4,8,18,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/870717/,870717
587,Ferretti 68,Ferretti,68,Power Boat,450000,Paid / Included,2000,20.73,5.61,2.26,Not Given,Greece,Greece,1/1/2000,2 x 1200 MAN,Not Given,Diesel,4000,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/868029/,868029
588,Sunseeker 61 Predator,Sunseeker,61 Predator,Power Boat,300000,Paid / Included,2003,19.51,4.59,1.35,26000,Athens,Greece,1/1/2000,2 x 2 x 800 HP Caterpillar,850,Diesel,2950,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/843953/,843953
589,Ferretti 680,Ferretti,680,Power Boat,500000,Paid / Included,1999,21.2,5.6,1.7,Not Given,Athens,Greece,1/1/2000,2 x 2 x 1150 HP MTU,Not Given,Diesel,4170,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/790309/,790309
590,Pershing 65,Pershing,65,Power Boat,450000,Paid / Included,2001,19.82,4.9,1.35,32000,Athens,Greece,1/1/2000,2 x 2 x 1420 HP Caterpillar,420,Diesel,3300,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/790291/,790291
591,Giant 62,Giant,62,Power Boat,400000,Not Paid / Excluded,2009,18.6,05.05,1.6,31000,Athens,Greece,1/1/2000,2 x 2 x 1100 HP MAN V10,Not Given,Diesel,2800,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/790276/,790276
592,Hatteras 60 Convertible,Hatteras,60 Convertible,Power Boat,250000,Paid / Included,1984,18.45,5.48,1.52,37000,Athens,Greece,1/1/2000,2 x 2 X 835 HP Detroit Diesel,Not Given,Diesel,5675,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/790274/,790274
593,Azimut 58,Azimut,58,Power Boat,280000,Not Paid / Excluded,1999,17.68,4.88,1.3,22000,Athens,Greece,1/1/2000,2 x 2 x 767 HP MTU,Not Given,Diesel,2700,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/790263/,790263
594,Sunseeker 55 Predator,Sunseeker,55 Predator,Power Boat,395000,Not Paid / Excluded,2005,17.55,4.59,01.05,25000,Greece,Greece,1/1/2000,2 x 2 x 900 HP MAN,Not Given,Diesel,2450,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/790259/,790259
595,Ferretti 54,Ferretti,54,Power Boat,450000,Paid / Included,1992,17.5,4.9,1.6,335000,Athens,Greece,1/1/2000,2 x 2 x 1000 HP MTU,Not Given,Diesel,3400,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/790257/,790257
596,Ferretti 590,Ferretti,590,Power Boat,490000,Not Paid / Excluded,2002,18.0,5.25,1.58,27000,Greece,Greece,1/1/2000,2 x 1050hp MAN,850,Diesel,3500,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/200168/,200168
