,Title,Brand,Model,Category,Price,Tax/Vat Status,Year,Overall Lengrh,Beam,Draft,Displacement,Location,Country,Insert Date,Engine,Engine Hours,Fuel,Fuel Capacity,Number of Cabins,Number of Berths,Passenger Capacity,Website,Link,Unique Id
84,2004 Rizzardi Cr 63 Top Line,Rizzardi,Cr 63 Top Line,Power Boat,310000,Not Given,2004,Not Given,Not Given,Not Given,Not Given,Sardegna,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2004/rizzardi-cr-63-top-line-3618469/,2004633618469
85,2007 Azimut 62,Azimut,62,Power Boat,450000,Not Given,2007,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2007/azimut-62-3140248/,2007623140248
86,2001 Ferretti Yachts 57,Ferretti,Yachts 57,Power Boat,320000,Not Given,2001,Not Given,Not Given,Not Given,Not Given,-,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2001/ferretti-yachts-57-3723201/,2001573723201
87,2005 Ferretti Yachts 590,Ferretti,Yachts 590,Power Boat,450000,Not Given,2005,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2005/ferretti-yachts-590-3722934/,20055903722934
88,2004 Ferretti Yachts 590,Ferretti,Yachts 590,Power Boat,450000,Not Given,2004,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2004/ferretti-yachts-590-3140331/,20045903140331
89,2005 Pershing 62,Pershing,62,Power Boat,490000,Not Given,2005,Not Given,Not Given,Not Given,Not Given,Milano,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2005/pershing-62-3506431/,2005623506431
90,2006 Sarnico 60,Sarnico,60,Power Boat,380000,Not Given,2006,Not Given,Not Given,Not Given,Not Given,Milano,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2006/sarnico-60-3466943/,2006603466943
91,2008 Alfamarine 60 Hard Top,Alfamarine,60 Hard Top,Power Boat,395000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Toscana,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2008/alfamarine-60-hard-top-3606450/,2008603606450
92,2001 Hatteras 60 Convertible,Hatteras,60 Convertible,Power Boat,345000,Not Given,2001,Not Given,Not Given,Not Given,Not Given,Mar,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2001/hatteras-60-convertible-3702408/,2001603702408
93,2001 Baia 63 Azzurra,Baia,63 Azzurra,Power Boat,400000,Not Given,2001,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2001/baia-63-azzurra-3177401/,2001633177401
94,2001 Baia 63 Azzurra,Baia,63 Azzurra,Power Boat,320000,Not Given,2001,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2001/baia-63-azzurra-2888468/,2001632888468
95,2003 Mostes Lobsterboat,Mostes,Lobsterboat,Power Boat,350000,Not Given,2003,Not Given,Not Given,Not Given,Not Given,Lavagna,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2003/mostes-lobsterboat-3725224/,20033725224
96,2004 Riviera 51 Flybridge,Riviera,51 Flybridge,Power Boat,365000,Not Given,2004,Not Given,4.95,Not Given,Not Given,NAPOLI,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2004/riviera-51-flybridge-2122915/,2004512122915
97,2005 Fairline 62 Gt,Fairline,62 Gt,Power Boat,330000,Not Given,2005,Not Given,Not Given,Not Given,Not Given,Sardegna,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2005/fairline-62-gt-3585584/,2005623585584
98,2005 Fairline 58 Squadron,Fairline,58 Squadron,Power Boat,315000,Not Given,2005,Not Given,Not Given,Not Given,Not Given,Aprilia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2005/fairline-58-squadron-3571534/,2005583571534
99,2000 Ferretti Yachts 620,Ferretti,Yachts 620,Power Boat,390000,Not Given,2000,Not Given,Not Given,Not Given,Not Given,Mar,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2000/ferretti-yachts-620-3596780/,20006203596780
100,2004 Ferretti Yachts 620,Ferretti,Yachts 620,Power Boat,450000,Not Given,2004,Not Given,Not Given,Not Given,Not Given,Liguria,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2004/ferretti-yachts-620-3542909/,20046203542909
101,2001 Ferretti Yachts 620,Ferretti,Yachts 620,Power Boat,415000,Not Given,2001,Not Given,Not Given,Not Given,Not Given,Liguria,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2001/ferretti-yachts-620-3702635/,20016203702635
102,2000 Ferretti Yachts 620,Ferretti,Yachts 620,Power Boat,390000,Not Given,2000,Not Given,Not Given,Not Given,Not Given,caorle,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2000/ferretti-yachts-620-3605861/,20006203605861
103,2000 Ferretti Yachts 620,Ferretti,Yachts 620,Power Boat,390000,Not Given,2000,Not Given,Not Given,Not Given,Not Given,caorle,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2000/ferretti-yachts-620-3725067/,20006203725067
104,2002 Ferretti Yachts Ferretti Ferretti 620,Ferretti,Yachts Ferretti Ferretti 620,Power Boat,420000,Not Given,2002,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2002/ferretti-yachts-ferretti-ferretti-620-3690273/,20026203690273
105,2000 Benetti Sail Division 60,Benetti,Sail Division 60,Power Boat,420000,Not Given,2000,Not Given,Not Given,Not Given,Not Given,Olbia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2000/benetti-sail-division-60-3601853/,2000603601853
106,1998 Uniesse 57 Open,Uniesse,57 Open,Power Boat,330000,Not Given,1998,Not Given,Not Given,Not Given,Not Given,Liguria,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/1998/uniesse-57-open-3711255/,1998573711255
107,1998 Uniesse 57 Open,Uniesse,57 Open,Power Boat,330000,Not Given,1998,Not Given,Not Given,Not Given,Not Given,Liguria,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/1998/uniesse-57-open-3725527/,1998573725527
108,2006 Sealine T60,Sealine,T60,Power Boat,420000,Not Given,2006,Not Given,4.87,Not Given,Not Given,Naples,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2006/sealine-t60-2777533/,2006602777533
109,2007 Abacus 62,Abacus,62,Power Boat,399000,Not Given,2007,Not Given,Not Given,Not Given,Not Given,La,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2007/abacus-62--3673243/,2007623673243
110,1980 Custom Cn Liguri Ghibli 18,Custom,Cn Liguri Ghibli 18,Power Boat,350000,Not Given,1980,Not Given,Not Given,Not Given,Not Given,Puglia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/1980/custom-cn-liguri-ghibli-18-3692281/,1980183692281
111,2004 Sunseeker Manhattan 56,Sunseeker,Manhattan 56,Power Boat,320000,Not Given,2004,Not Given,Not Given,Not Given,Not Given,Sud,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2004/sunseeker-manhattan-56-3546475/,2004563546475
112,2004 Itama 60,Itama,60,Power Boat,380000,Not Given,2004,Not Given,Not Given,Not Given,Not Given,San,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2004/itama-60-3595424/,2004603595424
113,1968 Cammenga De Vries  Trawler,Cammenga,De Vries Trawler,Power Boat,490000,Not Given,1968,Not Given,Not Given,Not Given,Not Given,Sardaigne,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/1968/cammenga-de-vries-trawler-3711971/,19683711971
114,2003 Itama 60,Itama,60,Power Boat,365000,Not Given,2003,Not Given,Not Given,Not Given,Not Given,ROMA,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2003/itama-60-3719110/,2003603719110
115,2003 Itama 60,Itama,60,Power Boat,350000,Not Given,2003,Not Given,Not Given,Not Given,Not Given,.,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2003/itama-60-3645091/,2003603645091
116,1970 Custom Cammenga'S Yacht Yard Cammenga'S 61,Custom,Cammenga'S Yacht Yard Cammenga'S 61,Power Boat,490000,Not Given,1970,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/1970/custom-cammenga-s-yacht-yard-cammenga-s-61-3586761/,1970613586761
117,2008 Azimut 62S,Azimut,62S,Power Boat,499000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Mar,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2008/azimut-62s-3677102/,2008623677102
118,2008 Azimut Azimut 62S,Azimut,Azimut 62S,Power Boat,490000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2008/azimut-azimut-62s-3692637/,2008623692637
119,2013 Sunseeker Manhattan 53,Sunseeker,Manhattan 53,Power Boat,495000,Not Given,2013,Not Given,Not Given,Not Given,Not Given,Napels,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2013/sunseeker-manhattan-53-3723362/,2013533723362
120,2003 Hatteras 60 Convertible,Hatteras,60 Convertible,Power Boat,500000,Not Given,2003,Not Given,Not Given,Not Given,Not Given,Olbia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2003/hatteras-60-convertible-3601862/,2003603601862
121,2006 Ferretti Yachts 591,Ferretti,Yachts 591,Power Boat,500000,Not Given,2006,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2006/ferretti-yachts-591-3692641/,20065913692641
122,2005 Ferretti Yachts 590,Ferretti,Yachts 590,Power Boat,450000,Not Given,2005,Not Given,Not Given,Not Given,Not Given,Napoli,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2005/ferretti-yachts-590-3712417/,20055903712417
123,2006 Apreamare 60,Apreamare,60,Power Boat,395000,Not Given,2006,Not Given,Not Given,Not Given,Not Given,Napoli,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2006/apreamare-60-3520475/,2006603520475
124,2003 Azimut 55 Flybridge,Azimut,55 Flybridge,Power Boat,330000,Not Given,2003,Not Given,Not Given,Not Given,Not Given,Tirreno,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2003/azimut-55-flybridge-3720099/,2003553720099
125,2000 Ferretti Yachts 620,Ferretti,Yachts 620,Power Boat,395000,Not Given,2000,Not Given,Not Given,Not Given,Not Given,Aprilia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2000/ferretti-yachts-620-3588263/,20006203588263
126,2000 Ferretti Yachts 620,Ferretti,Yachts 620,Power Boat,390000,Not Given,2000,Not Given,Not Given,Not Given,Not Given,Mare,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2000/ferretti-yachts-620-3676491/,20006203676491
127,2002 Ferretti Yachts Ferretti 620 Possibile Permuta,Ferretti,Yachts Ferretti 620 Possibile Permuta,Power Boat,390000,Not Given,2002,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2002/ferretti-yachts-ferretti-620-possibile-permuta-3709626/,20026203709626
128,2003 Itama 60,Itama,60,Power Boat,350000,Not Given,2003,1.0,48.0,Not Given,Not Given,Olbia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2003/itama-60-3563019/,2003603563019
129,2004 Apreamare 60,Apreamare,60,Power Boat,3000001000005,Not Given,2004,Not Given,Not Given,Not Given,Not Given,Campania,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2004/apreamare-60-3617281/,2004603617281
130,2002 Hatteras 60 Convertible,Hatteras,60 Convertible,Power Boat,500000,Not Given,2002,Not Given,Not Given,Not Given,Not Given,MAR,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2002/hatteras-60-convertible-3510359/,2002603510359
131,2006 Eurocraft 60 Open,Eurocraft,60 Open,Power Boat,340000,Not Given,2006,Not Given,Not Given,Not Given,Not Given,Genova,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2006/eurocraft-60-open-3592613/,2006603592613
132,2010 Cantieri Di Sarnico Sarnico 60,Cantieri,Di Sarnico Sarnico 60,Power Boat,445000,Not Given,2010,Not Given,Not Given,Not Given,Not Given,Sardegna,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2010/cantieri-di-sarnico-sarnico-60-3178406/,2010603178406
133,2007 Cantieri Di Sarnico Sarnico 60 Ht,Cantieri,Di Sarnico Sarnico 60 Ht,Power Boat,420000,Not Given,2007,Not Given,Not Given,Not Given,Not Given,Mar,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2007/cantieri-di-sarnico-sarnico-60-ht-3725088/,2007603725088
134,2007 Sarnico 60,Sarnico,60,Power Boat,490000,Not Given,2007,Not Given,Not Given,Not Given,Not Given,.,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2007/sarnico-60-3015244/,2007603015244
135,2010 Cantieri Di Sarnico Sarnico 60,Cantieri,Di Sarnico Sarnico 60,Power Boat,4350001000013,Not Given,2010,Not Given,Not Given,Not Given,Not Given,Olbia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2010/cantieri-di-sarnico-sarnico-60-3487214/,2010603487214
136,2005 Princess Princess V 58,Princess,Princess V 58,Power Boat,300000,Not Given,2005,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2005/princess-princess-v-58-3690402/,2005583690402
137,2005 Menorquin 180,Menorquin,180,Power Boat,340000,Not Given,2005,Not Given,Not Given,Not Given,Not Given,Italia,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2005/menorquin-180-3146760/,20051803146760
138,2001 Menorquin 180,Menorquin,180,Power Boat,330000,Not Given,2001,Not Given,Not Given,Not Given,Not Given,Lazio,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2001/menorquin-180-3724870/,20011803724870
139,2001 Menorquin 180,Menorquin,180,Power Boat,330000,Not Given,2001,Not Given,Not Given,Not Given,Not Given,Lazio,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2001/menorquin-180-3548375/,20011803548375
140,2008 Dellapasqua Dc 18 Fly,Dellapasqua,Dc 18 Fly,Power Boat,380000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Mar,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2008/dellapasqua-dc-18-fly-3721311/,2008183721311
141,2006 Fairline 50 Phantom,Fairline,50 Phantom,Power Boat,305000,Not Given,2006,Not Given,Not Given,Not Given,Not Given,Sanremo,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2006/fairline-50-phantom-3724693/,2006503724693
142,2008 Princess 58,Princess,58,Power Boat,390000,Not Given,2008,Not Given,Not Given,Not Given,Not Given,Milano,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2008/princess-58-3723437/,2008583723437
143,2003 Riviera Riviera 51Fly,Riviera,Riviera 51Fly,Power Boat,320000,Not Given,2003,Not Given,4.95,Not Given,Not Given,NAPLES,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2003/riviera-riviera-51fly-3650282/,2003513650282
144,2000 Sarnico 58,Sarnico,58,Power Boat,300000,Not Given,2000,Not Given,Not Given,Not Given,Not Given,Milano,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2000/sarnico-58-3507366/,2000583507366
145,2007 Sunseeker Portofino 53,Sunseeker,Portofino 53,Power Boat,3500007000026,Not Given,2007,Not Given,Not Given,Not Given,Not Given,Basso,Italy,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/2007/sunseeker-portofino-53-3675814/,2007533675814
146,1992 Maiora 24,Maiora,24,Power Boat,450000,Not Given,1992,Not Given,Not Given,Not Given,Not Given,Athens,Greece,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/1992/maiora-24-3653331/,1992243653331
147,1994 Canados 70S Fly,Canados,70S Fly,Power Boat,370000,Not Given,1994,Not Given,Not Given,Not Given,Not Given,Grecia,Greece,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/1994/canados-70s-fly-3051613/,1994703051613
148,1995 Canados 23M,Canados,23M,Power Boat,330000,Not Given,1995,Not Given,Not Given,Not Given,Not Given,Athens,Greece,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/1995/canados-23m-3718440/,1995233718440
149,1996 Ferretti Yachts 225,Ferretti,Yachts 225,Power Boat,500000,Not Given,1996,Not Given,Not Given,Not Given,Not Given,Grecia,Greece,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/1996/ferretti-yachts-225-2916143/,19962252916143
150,1994 Ferretti Yachts 225,Ferretti,Yachts 225,Power Boat,485000,Not Given,1994,Not Given,Not Given,Not Given,Not Given,Grecia,Greece,1/1/2000,Not Given,Not Given,Not Given,Not Given,Not Given,0,Not Given,Yachtworld.com,https://www.yachtworld.es/barcos/1994/ferretti-yachts-225-2374633/,19942252374633
